HighestPathway	HigherPathway	Pathway	KO
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24222
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24242
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24249
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24250
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24251
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24252
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24256
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24257
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24258
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24259
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24263
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24264
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24276
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24277
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24280
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24281
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24282
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24283
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24284
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24285
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24287
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24292
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24300
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24301
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24302
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24303
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24304
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24305
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24306
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24307
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24310
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24311
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24312
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24326
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24327
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24336
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24390
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24393
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24405
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24406
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24407
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24438
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24439
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24440
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24442
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24443
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24460
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24528
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24529
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24530
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24531
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24541
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24555
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24556
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24557
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24558
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24559
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24560
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24561
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24562
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24563
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24564
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24565
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24566
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24567
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24568
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24569
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24621
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24622
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24670
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24689
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24707
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24855
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24856
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24857
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24858
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24866
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24952
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24953
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24954
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24955
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K24998
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25004
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25007
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25008
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25009
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25026
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25031
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25032
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25033
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25035
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25075
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25123
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25124
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25210
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25220
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25221
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25260
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25261
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25262
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25271
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25272
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25305
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25314
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25315
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25316
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25317
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25364
Metabolism	Global and overview maps	01100 Metabolic pathways (4575)	K25365
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00001
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00002
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00003
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00004
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00006
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00010
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00013
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00014
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00015
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00016
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00018
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00021
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00022
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00024
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00025
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00026
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00030
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00031
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00033
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00036
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00049
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00052
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00053
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00054
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00057
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00058
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00059
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00064
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00067
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00077
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00082
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00083
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00088
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00090
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00096
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00099
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00104
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00105
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00106
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00111
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00112
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00113
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00114
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00115
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00116
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00117
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00121
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00128
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00129
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00133
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00134
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00138
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00143
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00145
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00147
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00149
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00150
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00161
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00162
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00163
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00164
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00166
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00167
Metabolism	Global and overview maps	01110 Biosynthesis of secondary metabolites (2044)	K00169
